trace_id,event_type,project_or_entity_name,capacity_mw,county_or_region,before_after,from_snapshot_id,to_snapshot_id,source_file_hash_before,source_file_hash_after,source_url,confidence,materiality_score,is_hard_alert,is_ambiguous,explanation
chg_55e467b95c384272,withdrawn_project,Sierra Diablo Energy Storage,203.81,Van Zandt,"{""status"": {""after"": ""Withdrawn"", ""before"": ""Active""}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.93,73.0923,True,False,Latest snapshot reports the project status as Withdrawn.
chg_7e7733426cca4bee,target_cod_delayed,Fewell Solar,203.5,Limestone,"{""target_cod"": {""after"": ""2028-05-15"", ""before"": ""2027-03-15"", ""delta_days"": 427}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,73.0856,True,False,"Target COD moved later by 427 days, above the 90-day threshold."
chg_4c3ce96ee2e944b1,target_cod_delayed,Tex-Bar ESS,201.5,Madison,"{""target_cod"": {""after"": ""2029-09-08"", ""before"": ""2027-07-01"", ""delta_days"": 800}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,73.0428,True,False,"Target COD moved later by 800 days, above the 90-day threshold."
chg_6231ce907f4b4e05,target_cod_delayed,RUSH ESS,201.27,Bexar,"{""target_cod"": {""after"": ""2029-05-11"", ""before"": ""2027-07-01"", ""delta_days"": 680}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,73.0378,True,False,"Target COD moved later by 680 days, above the 90-day threshold."
chg_7d4d26404ae94f48,withdrawn_project,Trelas,200.83,Mcculloch,"{""status"": {""after"": ""Withdrawn"", ""before"": ""Active""}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.93,73.0283,True,False,Latest snapshot reports the project status as Withdrawn.
chg_44536a84b0f14129,target_cod_delayed,APV Plumwood Storage,200.82,Chambers,"{""target_cod"": {""after"": ""2029-10-01"", ""before"": ""2027-05-01"", ""delta_days"": 884}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,73.0281,True,False,"Target COD moved later by 884 days, above the 90-day threshold."
chg_6390790054cc41df,target_cod_delayed,st gall IIIA Storage,200.69,Pecos,"{""target_cod"": {""after"": ""2028-06-01"", ""before"": ""2027-06-01"", ""delta_days"": 366}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,73.0253,True,False,"Target COD moved later by 366 days, above the 90-day threshold."
chg_a6cabd891bf1462c,target_cod_delayed,st gall IIIB Storage,200.69,Pecos,"{""target_cod"": {""after"": ""2028-06-01"", ""before"": ""2027-06-01"", ""delta_days"": 366}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,73.0253,True,False,"Target COD moved later by 366 days, above the 90-day threshold."
chg_eae5052149984e74,target_cod_delayed,Easy Battery Energy Storage Center,200.0,Schleicher,"{""target_cod"": {""after"": ""2029-06-15"", ""before"": ""2027-12-01"", ""delta_days"": 562}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,73.0103,True,False,"Target COD moved later by 562 days, above the 90-day threshold."
chg_99a79b98fe764f07,target_cod_delayed,SunShiner ESS,200.0,Zavala,"{""target_cod"": {""after"": ""2029-05-11"", ""before"": ""2027-07-01"", ""delta_days"": 680}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,73.0103,True,False,"Target COD moved later by 680 days, above the 90-day threshold."
chg_c3b8c3532a4f42fb,target_cod_delayed,Kit Fox Storage,153.6,Henderson,"{""target_cod"": {""after"": ""2029-07-01"", ""before"": ""2027-07-01"", ""delta_days"": 731}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,71.8639,True,False,"Target COD moved later by 731 days, above the 90-day threshold."
chg_bce16ae0726648e3,withdrawn_project,THUNDER ROAD ENERGY STORAGE,153.4,Dallas,"{""status"": {""after"": ""Withdrawn"", ""before"": ""Active""}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.93,71.8583,True,False,Latest snapshot reports the project status as Withdrawn.
chg_a67b835e4e894e66,completed_project,NRG THW GT 345 (TEF),456.0,Harris,"{""status"": {""after"": ""Completed"", ""before"": ""Active""}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.93,71.5896,True,False,Latest snapshot reports the project status as Completed.
chg_3481bbf8abe94fb9,withdrawn_project,Monte Alto I,141.5,Willacy,"{""status"": {""after"": ""Withdrawn"", ""before"": ""Active""}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.93,71.5076,True,False,Latest snapshot reports the project status as Withdrawn.
chg_f333e6fbc27c4f95,target_cod_delayed,Double A Solar SLF,132.6,Goliad,"{""target_cod"": {""after"": ""2028-05-31"", ""before"": ""2027-05-31"", ""delta_days"": 366}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,71.2254,True,False,"Target COD moved later by 366 days, above the 90-day threshold."
chg_818a07ba531c4690,target_cod_delayed,Sayle Solar SLF,122.4,Jackson,"{""target_cod"": {""after"": ""2028-05-31"", ""before"": ""2027-05-31"", ""delta_days"": 366}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,70.8778,True,False,"Target COD moved later by 366 days, above the 90-day threshold."
chg_46fcc2a706f54540,target_cod_delayed,Sayle Storage SLF,122.3,Jackson,"{""target_cod"": {""after"": ""2028-05-31"", ""before"": ""2027-05-31"", ""delta_days"": 366}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,70.8743,True,False,"Target COD moved later by 366 days, above the 90-day threshold."
chg_b3b4c7d443804be6,withdrawn_project,Marengo BESS,120.72,Cameron,"{""status"": {""after"": ""Withdrawn"", ""before"": ""Active""}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.93,70.8178,True,False,Latest snapshot reports the project status as Withdrawn.
chg_7cce781050c341bb,capacity_changed,Miranda Solar Project,202.0,Mcmullen,"{""capacity_mw"": {""after"": 202.0, ""before"": 261.42}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.97,70.7928,True,False,Capacity changed by more than the configured tolerance of the greater of 5 MW or 2%.
chg_4395e87a648945a3,capacity_changed,Rio Grand Valley Element Fuels Power,79.63,Cameron,"{""capacity_mw"": {""after"": 79.63, ""before"": 230.0}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.93,70.7824,True,False,Capacity changed by more than the configured tolerance of the greater of 5 MW or 2%.
chg_c551e8bfd9884078,target_cod_delayed,Mountaineer Solar,329.26,Brown,"{""target_cod"": {""after"": ""2029-09-01"", ""before"": ""2028-11-01"", ""delta_days"": 304}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,70.1754,True,False,"Target COD moved later by 304 days, above the 90-day threshold."
chg_d5602ee1df384c69,target_cod_delayed,Falcon II BESS,103.3,Zapata,"{""target_cod"": {""after"": ""2032-02-16"", ""before"": ""2029-06-24"", ""delta_days"": 967}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,70.141,True,False,"Target COD moved later by 967 days, above the 90-day threshold."
chg_685b3403b1084e7d,withdrawn_project,Holstein 2 Energy Storage,102.42,Nolan,"{""status"": {""after"": ""Withdrawn"", ""before"": ""Active""}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.93,70.1038,True,False,Latest snapshot reports the project status as Withdrawn.
chg_ecd95dc2976c4870,target_cod_delayed,Myrtle Solar,321.2,Brazoria,"{""target_cod"": {""after"": ""2027-06-21"", ""before"": ""2026-06-30"", ""delta_days"": 356}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,70.0678,True,False,"Target COD moved later by 356 days, above the 90-day threshold."
chg_c7e083bc32e2470f,withdrawn_project,Lupinus Solar 3,100.8,Franklin,"{""status"": {""after"": ""Withdrawn"", ""before"": ""Suspended""}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.93,70.0346,True,False,Latest snapshot reports the project status as Withdrawn.
chg_1cc96a6b7df84c37,withdrawn_project,Holstein 2 Solar,100.7,Nolan,"{""status"": {""after"": ""Withdrawn"", ""before"": ""Active""}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.93,70.0303,True,False,Latest snapshot reports the project status as Withdrawn.
chg_6a26e76d0d134970,target_cod_delayed,Falcon II Solar,100.32,Zapata,"{""target_cod"": {""after"": ""2032-02-16"", ""before"": ""2029-06-24"", ""delta_days"": 967}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,70.0139,True,False,"Target COD moved later by 967 days, above the 90-day threshold."
chg_7f369494239c4488,withdrawn_project,Jim Wells BESS,100.32,Jim Wells,"{""status"": {""after"": ""Withdrawn"", ""before"": ""Active""}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.93,70.0139,True,False,Latest snapshot reports the project status as Withdrawn.
chg_ac4153e52524406a,new_project,Prairie Point Energy Storage I,1044.8,Wise,"{""after_project_name"": ""Prairie Point Energy Storage I""}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.9,70.0,True,False,Project entity appears in the later snapshot without a non-ambiguous prior match.
chg_6e1fcbe202f14316,new_project,Prairie Point Energy Storage II,1044.8,Wise,"{""after_project_name"": ""Prairie Point Energy Storage II""}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.9,70.0,True,False,Project entity appears in the later snapshot without a non-ambiguous prior match.
chg_8bfe2f35c6f94d86,new_project,The Giant Arc I,1300.0,Pecos,"{""after_project_name"": ""The Giant Arc I""}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.9,70.0,True,False,Project entity appears in the later snapshot without a non-ambiguous prior match.
chg_d7ad7d85a8a449f8,new_project,Thunder Bird 1 Gas,1272.8,Jack,"{""after_project_name"": ""Thunder Bird 1 Gas""}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.9,70.0,True,False,Project entity appears in the later snapshot without a non-ambiguous prior match.
chg_c4c36b093f4e4ba7,new_project,Thunder Bird 2 Gas,1273.8,Jack,"{""after_project_name"": ""Thunder Bird 2 Gas""}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.9,70.0,True,False,Project entity appears in the later snapshot without a non-ambiguous prior match.
chg_1ea001591a004891,new_project,Black Mountain Fannin Gas,990.6,Fannin,"{""after_project_name"": ""Black Mountain Fannin Gas""}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.9,69.959,True,False,Project entity appears in the later snapshot without a non-ambiguous prior match.
chg_8d2cd5e6a7b04c14,target_cod_delayed,Mensa BESS,308.98,Pecos,"{""target_cod"": {""after"": ""2028-06-01"", ""before"": ""2027-12-01"", ""delta_days"": 183}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,69.8993,True,False,"Target COD moved later by 183 days, above the 90-day threshold."
chg_f4b12c136bb1450e,target_cod_delayed,Horseshoe Bend Solar,301.1,Brown,"{""target_cod"": {""after"": ""2028-02-20"", ""before"": ""2027-02-20"", ""delta_days"": 365}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,69.7871,True,False,"Target COD moved later by 365 days, above the 90-day threshold."
chg_dc5ecfe9fe494162,target_cod_delayed,Raghorn Solar SLF,91.9,Jim Wells,"{""target_cod"": {""after"": ""2028-05-31"", ""before"": ""2027-05-31"", ""delta_days"": 366}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,69.6332,True,False,"Target COD moved later by 366 days, above the 90-day threshold."
chg_496f473b123847dc,target_cod_delayed,Inadale Solar,281.03,Scurry,"{""target_cod"": {""after"": ""2029-03-02"", ""before"": ""2028-07-25"", ""delta_days"": 220}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,69.4875,True,False,"Target COD moved later by 220 days, above the 90-day threshold."
chg_fa15f2fa38e64853,capacity_changed,Rattlesnake Gap Solar SLF,0.0,Howard,"{""capacity_mw"": {""after"": 0.0, ""before"": 93.0}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.97,69.3697,True,False,Capacity changed by more than the configured tolerance of the greater of 5 MW or 2%.
chg_eb4ac6b307da4e3f,target_cod_delayed,First Capitol BESS,257.48,Brazoria,"{""target_cod"": {""after"": ""2027-11-01"", ""before"": ""2027-05-01"", ""delta_days"": 184}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,69.1074,True,False,"Target COD moved later by 184 days, above the 90-day threshold."
chg_994fe0b3802f41ab,target_cod_delayed,Rio Grand Valley Element Fuels Power,79.63,Cameron,"{""target_cod"": {""after"": ""2028-12-05"", ""before"": ""2027-07-01"", ""delta_days"": 523}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.93,69.0108,True,False,"Target COD moved later by 523 days, above the 90-day threshold."
chg_f71ad1b65c5e48bf,target_cod_delayed,Skeeter Solar,251.0,Jones,"{""target_cod"": {""after"": ""2029-06-30"", ""before"": ""2028-12-02"", ""delta_days"": 210}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,68.9967,True,False,"Target COD moved later by 210 days, above the 90-day threshold."
chg_1ecab2e1df694feb,completed_project,Monte Cristo 1 Wind,234.5,Hidalgo,"{""status"": {""after"": ""Completed"", ""before"": ""Active""}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.93,68.7014,True,False,Latest snapshot reports the project status as Completed.
chg_01d3bbac88a14f6c,new_project,Las Mujeres Solar,684.33,Jim Hogg,"{""after_project_name"": ""Las Mujeres Solar""}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.9,68.3527,True,False,Project entity appears in the later snapshot without a non-ambiguous prior match.
chg_6bdb8a74c8704894,target_cod_delayed,Forts Trail BESS,208.82,Taylor,"{""target_cod"": {""after"": ""2029-03-02"", ""before"": ""2028-07-25"", ""delta_days"": 220}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,68.1977,True,False,"Target COD moved later by 220 days, above the 90-day threshold."
chg_f42d6e38a3d8474a,target_cod_delayed,Forts Trail BESS 2,205.54,Taylor,"{""target_cod"": {""after"": ""2029-03-02"", ""before"": ""2028-07-25"", ""delta_days"": 220}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,1.0,68.129,True,False,"Target COD moved later by 220 days, above the 90-day threshold."
chg_abad1c1a6bc44892,completed_project,Castor BESS,205.39,Brazoria,"{""status"": {""after"": ""Completed"", ""before"": ""Active""}}",snap_real_ercot_gis_2026_04_bf97215d,snap_real_ercot_gis_2026_05_31f2b596,bf97215d9749e3d796b554e032a2d4bb5718c42ceccfa444b96bb1e69afc75fd,31f2b596c69c64af537e0653beb9a2ab64bdd2a01e03e4a818b33cbafc5c88cc,https://www.ercot.com/mp/data-products/data-product-details?id=PG7-200-ER,0.93,68.1258,True,False,Latest snapshot reports the project status as Completed.
